"relative_folder","semantic_display_path","semantic_axis_values","product_signal_terms","likely_colour_folder","parent_folder","top_namespace","second_namespace","third_namespace","folder_depth","direct_image_count","image_files","full_folder_path"
"Women/Non-NKD/Bottoms/Shorts/Rise/High_Waisted/Scrunch/Minimal/Seamless/__Collection/Staples/Marl/Violet","Women | Non-NKD | Bottoms | Shorts | Rise=High_Waisted > Scrunch > Minimal > Seamless | Collection=Staples > Marl > Violet","Rise=High_Waisted > Scrunch > Minimal > Seamless | Collection=Staples > Marl > Violet","Women | Non-NKD | Bottoms | Shorts","Violet","Marl","Women","Non-NKD","Bottoms","13","6","01.webp | 02.webp | 03.webp | 04.webp | 05.webp | 06.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Bottoms\Shorts\Rise\High_Waisted\Scrunch\Minimal\Seamless\__Collection\Staples\Marl\Violet"
"Women/Non-NKD/Bottoms/Shorts/Rise/High_Waisted/Scrunch/Seamless/__Collection/Legacy/Adapt/Nude_Leopard","Women | Non-NKD | Bottoms | Shorts | Rise=High_Waisted > Scrunch > Seamless | Collection | Legacy=Adapt > Nude_Leopard","Rise=High_Waisted > Scrunch > Seamless | Legacy=Adapt > Nude_Leopard","Women | Non-NKD | Bottoms | Shorts","Nude_Leopard","Adapt","Women","Non-NKD","Bottoms","12","4","01.webp | 02.webp | 03.webp | 04.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Bottoms\Shorts\Rise\High_Waisted\Scrunch\Seamless\__Collection\Legacy\Adapt\Nude_Leopard"
"Women/Non-NKD/Bottoms/Shorts/Rise/High_Waisted/Scrunch/Seamless/__Collection/Legacy/Honeycomb/Black","Women | Non-NKD | Bottoms | Shorts | Rise=High_Waisted > Scrunch > Seamless | Collection | Legacy=Honeycomb > Black","Rise=High_Waisted > Scrunch > Seamless | Legacy=Honeycomb > Black","Women | Non-NKD | Bottoms | Shorts","Black","Honeycomb","Women","Non-NKD","Bottoms","12","6","01.png | 02.png | 03.png | 04.png | 05.png | 06.png","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Bottoms\Shorts\Rise\High_Waisted\Scrunch\Seamless\__Collection\Legacy\Honeycomb\Black"
"Women/Non-NKD/Bottoms/Shorts/Rise/High_Waisted/Scrunch/Seamless/__Collection/Legacy/Honeycomb/Bright_Blue","Women | Non-NKD | Bottoms | Shorts | Rise=High_Waisted > Scrunch > Seamless | Collection | Legacy=Honeycomb > Bright_Blue","Rise=High_Waisted > Scrunch > Seamless | Legacy=Honeycomb > Bright_Blue","Women | Non-NKD | Bottoms | Shorts","Bright_Blue","Honeycomb","Women","Non-NKD","Bottoms","12","6","01.png | 02.png | 03.png | 04.png | 05.png | 06.png","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Bottoms\Shorts\Rise\High_Waisted\Scrunch\Seamless\__Collection\Legacy\Honeycomb\Bright_Blue"
"Women/Non-NKD/Bottoms/Shorts/Rise/High_Waisted/Scrunch/Seamless/__Collection/Legacy/Honeycomb/Candy_Pink","Women | Non-NKD | Bottoms | Shorts | Rise=High_Waisted > Scrunch > Seamless | Collection | Legacy=Honeycomb > Candy_Pink","Rise=High_Waisted > Scrunch > Seamless | Legacy=Honeycomb > Candy_Pink","Women | Non-NKD | Bottoms | Shorts","Candy_Pink","Honeycomb","Women","Non-NKD","Bottoms","12","5","01.png | 02.png | 03.png | 04.png | 05.png","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Bottoms\Shorts\Rise\High_Waisted\Scrunch\Seamless\__Collection\Legacy\Honeycomb\Candy_Pink"
"Women/Non-NKD/Bottoms/Shorts/Rise/High_Waisted/Scrunch/Seamless/__Collection/Legacy/Honeycomb/Charcoal","Women | Non-NKD | Bottoms | Shorts | Rise=High_Waisted > Scrunch > Seamless | Collection | Legacy=Honeycomb > Charcoal","Rise=High_Waisted > Scrunch > Seamless | Legacy=Honeycomb > Charcoal","Women | Non-NKD | Bottoms | Shorts","Charcoal","Honeycomb","Women","Non-NKD","Bottoms","12","7","01.png | 02.png | 03.png | 04.png | 05.png | 06.png | 07.png","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Bottoms\Shorts\Rise\High_Waisted\Scrunch\Seamless\__Collection\Legacy\Honeycomb\Charcoal"
"Women/Non-NKD/Bottoms/Shorts/Rise/High_Waisted/Scrunch/Seamless/__Collection/Legacy/Honeycomb/Dusty_Pink","Women | Non-NKD | Bottoms | Shorts | Rise=High_Waisted > Scrunch > Seamless | Collection | Legacy=Honeycomb > Dusty_Pink","Rise=High_Waisted > Scrunch > Seamless | Legacy=Honeycomb > Dusty_Pink","Women | Non-NKD | Bottoms | Shorts","Dusty_Pink","Honeycomb","Women","Non-NKD","Bottoms","12","6","01.png | 02.png | 03.png | 04.png | 05.png | 06.png","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Bottoms\Shorts\Rise\High_Waisted\Scrunch\Seamless\__Collection\Legacy\Honeycomb\Dusty_Pink"
"Women/Non-NKD/Bottoms/Shorts/Rise/High_Waisted/Scrunch/Seamless/__Collection/Legacy/Honeycomb/Emerald","Women | Non-NKD | Bottoms | Shorts | Rise=High_Waisted > Scrunch > Seamless | Collection | Legacy=Honeycomb > Emerald","Rise=High_Waisted > Scrunch > Seamless | Legacy=Honeycomb > Emerald","Women | Non-NKD | Bottoms | Shorts","Emerald","Honeycomb","Women","Non-NKD","Bottoms","12","5","01.png | 02.png | 03.png | 04.png | 05.png","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Bottoms\Shorts\Rise\High_Waisted\Scrunch\Seamless\__Collection\Legacy\Honeycomb\Emerald"
"Women/Non-NKD/Bottoms/Shorts/Rise/High_Waisted/Scrunch/Seamless/__Collection/Legacy/Honeycomb/Fuchsia","Women | Non-NKD | Bottoms | Shorts | Rise=High_Waisted > Scrunch > Seamless | Collection | Legacy=Honeycomb > Fuchsia","Rise=High_Waisted > Scrunch > Seamless | Legacy=Honeycomb > Fuchsia","Women | Non-NKD | Bottoms | Shorts","Fuchsia","Honeycomb","Women","Non-NKD","Bottoms","12","7","01.png | 02.png | 03.png | 04.png | 05.png | 06.png | 07.png","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Bottoms\Shorts\Rise\High_Waisted\Scrunch\Seamless\__Collection\Legacy\Honeycomb\Fuchsia"
"Women/Non-NKD/Bottoms/Shorts/Rise/High_Waisted/Scrunch/Seamless/__Collection/Legacy/Honeycomb/Lipstick_Red","Women | Non-NKD | Bottoms | Shorts | Rise=High_Waisted > Scrunch > Seamless | Collection | Legacy=Honeycomb > Lipstick_Red","Rise=High_Waisted > Scrunch > Seamless | Legacy=Honeycomb > Lipstick_Red","Women | Non-NKD | Bottoms | Shorts","Lipstick_Red","Honeycomb","Women","Non-NKD","Bottoms","12","6","01.jpg | 02.webp | 03.webp | 04.webp | 05.jpg | 06.jpg","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Bottoms\Shorts\Rise\High_Waisted\Scrunch\Seamless\__Collection\Legacy\Honeycomb\Lipstick_Red"
"Women/Non-NKD/Bottoms/Shorts/Rise/High_Waisted/Scrunch/Seamless/__Collection/Legacy/Honeycomb/Navy","Women | Non-NKD | Bottoms | Shorts | Rise=High_Waisted > Scrunch > Seamless | Collection | Legacy=Honeycomb > Navy","Rise=High_Waisted > Scrunch > Seamless | Legacy=Honeycomb > Navy","Women | Non-NKD | Bottoms | Shorts","Navy","Honeycomb","Women","Non-NKD","Bottoms","12","6","01.webp | 02.webp | 03.webp | 04.webp | 05.webp | 06.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Bottoms\Shorts\Rise\High_Waisted\Scrunch\Seamless\__Collection\Legacy\Honeycomb\Navy"
"Women/Non-NKD/Bottoms/Shorts/Rise/High_Waisted/Scrunch/Seamless/__Collection/Legacy/Honeycomb/Sage","Women | Non-NKD | Bottoms | Shorts | Rise=High_Waisted > Scrunch > Seamless | Collection | Legacy=Honeycomb > Sage","Rise=High_Waisted > Scrunch > Seamless | Legacy=Honeycomb > Sage","Women | Non-NKD | Bottoms | Shorts","Sage","Honeycomb","Women","Non-NKD","Bottoms","12","6","01.webp | 02.webp | 03.webp | 04.webp | 05.webp | 06.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Bottoms\Shorts\Rise\High_Waisted\Scrunch\Seamless\__Collection\Legacy\Honeycomb\Sage"
"Women/Non-NKD/Bottoms/Shorts/Rise/High_Waisted/Scrunch/Seamless/__Collection/Legacy/Honeycomb/Sand","Women | Non-NKD | Bottoms | Shorts | Rise=High_Waisted > Scrunch > Seamless | Collection | Legacy=Honeycomb > Sand","Rise=High_Waisted > Scrunch > Seamless | Legacy=Honeycomb > Sand","Women | Non-NKD | Bottoms | Shorts","Sand","Honeycomb","Women","Non-NKD","Bottoms","12","6","01.webp | 02.webp | 03.webp | 04.webp | 05.webp | 06.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Bottoms\Shorts\Rise\High_Waisted\Scrunch\Seamless\__Collection\Legacy\Honeycomb\Sand"
"Women/Non-NKD/Bottoms/Shorts/Rise/High_Waisted/Scrunch/Seamless/__Collection/Legacy/Honeycomb/Steel_Blue","Women | Non-NKD | Bottoms | Shorts | Rise=High_Waisted > Scrunch > Seamless | Collection | Legacy=Honeycomb > Steel_Blue","Rise=High_Waisted > Scrunch > Seamless | Legacy=Honeycomb > Steel_Blue","Women | Non-NKD | Bottoms | Shorts","Steel_Blue","Honeycomb","Women","Non-NKD","Bottoms","12","6","01.webp | 02.webp | 03.webp | 04.webp | 05.webp | 06.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Bottoms\Shorts\Rise\High_Waisted\Scrunch\Seamless\__Collection\Legacy\Honeycomb\Steel_Blue"
"Women/Non-NKD/Bottoms/Shorts/Rise/High_Waisted/Scrunch/Seamless/__Collection/Legacy/Honeycomb/Taupe_Brown","Women | Non-NKD | Bottoms | Shorts | Rise=High_Waisted > Scrunch > Seamless | Collection | Legacy=Honeycomb > Taupe_Brown","Rise=High_Waisted > Scrunch > Seamless | Legacy=Honeycomb > Taupe_Brown","Women | Non-NKD | Bottoms | Shorts","Taupe_Brown","Honeycomb","Women","Non-NKD","Bottoms","12","5","01.webp | 02.webp | 03.webp | 04.webp | 05.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Bottoms\Shorts\Rise\High_Waisted\Scrunch\Seamless\__Collection\Legacy\Honeycomb\Taupe_Brown"
"Women/Non-NKD/Bottoms/Shorts/Rise/High_Waisted/Scrunch/Seamless/__Collection/Stonewash/Black","Women | Non-NKD | Bottoms | Shorts | Rise=High_Waisted > Scrunch > Seamless | Collection=Stonewash > Black","Rise=High_Waisted > Scrunch > Seamless | Collection=Stonewash > Black","Women | Non-NKD | Bottoms | Shorts","Black","Stonewash","Women","Non-NKD","Bottoms","11","5","01.webp | 02.webp | 03.webp | 04.webp | 05.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Bottoms\Shorts\Rise\High_Waisted\Scrunch\Seamless\__Collection\Stonewash\Black"
"Women/Non-NKD/Bottoms/Shorts/Rise/High_Waisted/Scrunch/Seamless/__Collection/Stonewash/Blue_Grey","Women | Non-NKD | Bottoms | Shorts | Rise=High_Waisted > Scrunch > Seamless | Collection=Stonewash > Blue_Grey","Rise=High_Waisted > Scrunch > Seamless | Collection=Stonewash > Blue_Grey","Women | Non-NKD | Bottoms | Shorts","Blue_Grey","Stonewash","Women","Non-NKD","Bottoms","11","6","01.webp | 02.webp | 03.webp | 04.webp | 05.webp | 06.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Bottoms\Shorts\Rise\High_Waisted\Scrunch\Seamless\__Collection\Stonewash\Blue_Grey"
"Women/Non-NKD/Bottoms/Shorts/Rise/High_Waisted/Scrunch/Seamless/__Collection/Stonewash/Chocolate","Women | Non-NKD | Bottoms | Shorts | Rise=High_Waisted > Scrunch > Seamless | Collection=Stonewash > Chocolate","Rise=High_Waisted > Scrunch > Seamless | Collection=Stonewash > Chocolate","Women | Non-NKD | Bottoms | Shorts","Chocolate","Stonewash","Women","Non-NKD","Bottoms","11","6","01.webp | 02.webp | 03.webp | 04.webp | 05.webp | 06.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Bottoms\Shorts\Rise\High_Waisted\Scrunch\Seamless\__Collection\Stonewash\Chocolate"
"Women/Non-NKD/Bottoms/Shorts/Rise/High_Waisted/Scrunch/Seamless/__Collection/Stonewash/Fawn","Women | Non-NKD | Bottoms | Shorts | Rise=High_Waisted > Scrunch > Seamless | Collection=Stonewash > Fawn","Rise=High_Waisted > Scrunch > Seamless | Collection=Stonewash > Fawn","Women | Non-NKD | Bottoms | Shorts","Fawn","Stonewash","Women","Non-NKD","Bottoms","11","4","01.webp | 02.webp | 03.webp | 04.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Bottoms\Shorts\Rise\High_Waisted\Scrunch\Seamless\__Collection\Stonewash\Fawn"
"Women/Non-NKD/Bottoms/Shorts/Rise/High_Waisted/Scrunch/Seamless/__Collection/Stonewash/Lilac","Women | Non-NKD | Bottoms | Shorts | Rise=High_Waisted > Scrunch > Seamless | Collection=Stonewash > Lilac","Rise=High_Waisted > Scrunch > Seamless | Collection=Stonewash > Lilac","Women | Non-NKD | Bottoms | Shorts","Lilac","Stonewash","Women","Non-NKD","Bottoms","11","6","01.webp | 02.webp | 03.webp | 04.webp | 05.webp | 06.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Bottoms\Shorts\Rise\High_Waisted\Scrunch\Seamless\__Collection\Stonewash\Lilac"
"Women/Non-NKD/Bottoms/Shorts/Rise/High_Waisted/Scrunch/Seamless/__Collection/Stonewash/Navy","Women | Non-NKD | Bottoms | Shorts | Rise=High_Waisted > Scrunch > Seamless | Collection=Stonewash > Navy","Rise=High_Waisted > Scrunch > Seamless | Collection=Stonewash > Navy","Women | Non-NKD | Bottoms | Shorts","Navy","Stonewash","Women","Non-NKD","Bottoms","11","6","01.webp | 02.webp | 03.webp | 04.webp | 05.webp | 06.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Bottoms\Shorts\Rise\High_Waisted\Scrunch\Seamless\__Collection\Stonewash\Navy"
"Women/Non-NKD/Bottoms/Shorts/Rise/High_Waisted/Scrunch/Seamless/__Collection/Stonewash/Petrol","Women | Non-NKD | Bottoms | Shorts | Rise=High_Waisted > Scrunch > Seamless | Collection=Stonewash > Petrol","Rise=High_Waisted > Scrunch > Seamless | Collection=Stonewash > Petrol","Women | Non-NKD | Bottoms | Shorts","Petrol","Stonewash","Women","Non-NKD","Bottoms","11","4","01.webp | 02.webp | 03.webp | 04.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Bottoms\Shorts\Rise\High_Waisted\Scrunch\Seamless\__Collection\Stonewash\Petrol"
"Women/Non-NKD/Bottoms/Shorts/Rise/High_Waisted/Scrunch/Seamless/__Collection/Stonewash/Pink","Women | Non-NKD | Bottoms | Shorts | Rise=High_Waisted > Scrunch > Seamless | Collection=Stonewash > Pink","Rise=High_Waisted > Scrunch > Seamless | Collection=Stonewash > Pink","Women | Non-NKD | Bottoms | Shorts","Pink","Stonewash","Women","Non-NKD","Bottoms","11","5","01.webp | 02.webp | 03.webp | 04.webp | 05.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Bottoms\Shorts\Rise\High_Waisted\Scrunch\Seamless\__Collection\Stonewash\Pink"
"Women/Non-NKD/Bottoms/Shorts/Rise/High_Waisted/Scrunch/Seamless/__Collection/Stonewash/Tan","Women | Non-NKD | Bottoms | Shorts | Rise=High_Waisted > Scrunch > Seamless | Collection=Stonewash > Tan","Rise=High_Waisted > Scrunch > Seamless | Collection=Stonewash > Tan","Women | Non-NKD | Bottoms | Shorts","Tan","Stonewash","Women","Non-NKD","Bottoms","11","4","01.webp | 02.webp | 03.webp | 04.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Bottoms\Shorts\Rise\High_Waisted\Scrunch\Seamless\__Collection\Stonewash\Tan"
"Women/Non-NKD/Bottoms/Shorts/Rise/Legacy/Mini_Mid_Rise/Scrunch/Invisible/__Collection/Sculpt/Black","Women | Non-NKD | Bottoms | Shorts | Rise | Legacy=Mini_Mid_Rise > Scrunch > Invisible | Collection=Sculpt > Black","Legacy=Mini_Mid_Rise > Scrunch > Invisible | Collection=Sculpt > Black","Women | Non-NKD | Bottoms | Shorts","Black","Sculpt","Women","Non-NKD","Bottoms","12","5","01.webp | 02.webp | 03.webp | 04.webp | 05.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Bottoms\Shorts\Rise\Legacy\Mini_Mid_Rise\Scrunch\Invisible\__Collection\Sculpt\Black"
"Women/Non-NKD/Bottoms/Shorts/Rise/Legacy/Mini_Mid_Rise/Scrunch/Invisible/__Collection/Sculpt/Chocolate","Women | Non-NKD | Bottoms | Shorts | Rise | Legacy=Mini_Mid_Rise > Scrunch > Invisible | Collection=Sculpt > Chocolate","Legacy=Mini_Mid_Rise > Scrunch > Invisible | Collection=Sculpt > Chocolate","Women | Non-NKD | Bottoms | Shorts","Chocolate","Sculpt","Women","Non-NKD","Bottoms","12","6","01.webp | 02.webp | 03.webp | 04.webp | 05.webp | 06.jpg","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Bottoms\Shorts\Rise\Legacy\Mini_Mid_Rise\Scrunch\Invisible\__Collection\Sculpt\Chocolate"
"Women/Non-NKD/Bottoms/Shorts/Rise/Legacy/Mini_Mid_Rise/Scrunch/Invisible/__Collection/Sculpt/Cranberry","Women | Non-NKD | Bottoms | Shorts | Rise | Legacy=Mini_Mid_Rise > Scrunch > Invisible | Collection=Sculpt > Cranberry","Legacy=Mini_Mid_Rise > Scrunch > Invisible | Collection=Sculpt > Cranberry","Women | Non-NKD | Bottoms | Shorts","Cranberry","Sculpt","Women","Non-NKD","Bottoms","12","6","01.webp | 02.webp | 03.webp | 04.webp | 05.webp | 06.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Bottoms\Shorts\Rise\Legacy\Mini_Mid_Rise\Scrunch\Invisible\__Collection\Sculpt\Cranberry"
"Women/Non-NKD/Bottoms/Shorts/Rise/Legacy/Mini_Mid_Rise/Scrunch/Invisible/__Collection/Sculpt/Deep_Blue","Women | Non-NKD | Bottoms | Shorts | Rise | Legacy=Mini_Mid_Rise > Scrunch > Invisible | Collection=Sculpt > Deep_Blue","Legacy=Mini_Mid_Rise > Scrunch > Invisible | Collection=Sculpt > Deep_Blue","Women | Non-NKD | Bottoms | Shorts","Deep_Blue","Sculpt","Women","Non-NKD","Bottoms","12","6","01.webp | 02.webp | 03.webp | 04.webp | 05.webp | 06.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Bottoms\Shorts\Rise\Legacy\Mini_Mid_Rise\Scrunch\Invisible\__Collection\Sculpt\Deep_Blue"
"Women/Non-NKD/Bottoms/Shorts/Rise/Legacy/Mini_Mid_Rise/Scrunch/Invisible/__Collection/Sculpt/Rosie","Women | Non-NKD | Bottoms | Shorts | Rise | Legacy=Mini_Mid_Rise > Scrunch > Invisible | Collection=Sculpt > Rosie","Legacy=Mini_Mid_Rise > Scrunch > Invisible | Collection=Sculpt > Rosie","Women | Non-NKD | Bottoms | Shorts","Rosie","Sculpt","Women","Non-NKD","Bottoms","12","6","01.webp | 02.webp | 03.webp | 04.webp | 05.webp | 06.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Bottoms\Shorts\Rise\Legacy\Mini_Mid_Rise\Scrunch\Invisible\__Collection\Sculpt\Rosie"
"Women/Non-NKD/Bottoms/Skirt/Skort/Tempo/Black","Women | Non-NKD | Bottoms | Skirt | Skort | Tempo | Black","","Women | Non-NKD | Bottoms | Skirt | Skort | Tempo | Black","Black","Tempo","Women","Non-NKD","Bottoms","7","7","01.webp | 02.webp | 03.webp | 04.webp | 05.webp | 06.webp | 07.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Bottoms\Skirt\Skort\Tempo\Black"
"Women/Non-NKD/Bottoms/Skirt/Skort/Tempo/White","Women | Non-NKD | Bottoms | Skirt | Skort | Tempo | White","","Women | Non-NKD | Bottoms | Skirt | Skort | Tempo | White","White","Tempo","Women","Non-NKD","Bottoms","7","6","01.webp | 02.webp | 03.webp | 04.webp | 05.webp | 06.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Bottoms\Skirt\Skort\Tempo\White"
"Women/Non-NKD/Bottoms/Track_Pants/Fabric/Ultra_Soft/High_Waisted/__Collection/Contour/Black","Women | Non-NKD | Bottoms | Track_Pants | Fabric=Ultra_Soft > High_Waisted | Collection=Contour > Black","Fabric=Ultra_Soft > High_Waisted | Collection=Contour > Black","Women | Non-NKD | Bottoms | Track_Pants","Black","Contour","Women","Non-NKD","Bottoms","10","6","01.webp | 02.jpg | 03.webp | 04.jpg | 05.webp | 06.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Bottoms\Track_Pants\Fabric\Ultra_Soft\High_Waisted\__Collection\Contour\Black"
"Women/Non-NKD/Bottoms/Track_Pants/Fabric/Ultra_Soft/High_Waisted/__Collection/Contour/Chocolate","Women | Non-NKD | Bottoms | Track_Pants | Fabric=Ultra_Soft > High_Waisted | Collection=Contour > Chocolate","Fabric=Ultra_Soft > High_Waisted | Collection=Contour > Chocolate","Women | Non-NKD | Bottoms | Track_Pants","Chocolate","Contour","Women","Non-NKD","Bottoms","10","6","01.webp | 02.webp | 03.webp | 04.webp | 05.webp | 06.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Bottoms\Track_Pants\Fabric\Ultra_Soft\High_Waisted\__Collection\Contour\Chocolate"
"Women/Non-NKD/Bottoms/Track_Pants/Fabric/Ultra_Soft/High_Waisted/__Collection/Contour/Cobalt_Blue","Women | Non-NKD | Bottoms | Track_Pants | Fabric=Ultra_Soft > High_Waisted | Collection=Contour > Cobalt_Blue","Fabric=Ultra_Soft > High_Waisted | Collection=Contour > Cobalt_Blue","Women | Non-NKD | Bottoms | Track_Pants","Cobalt_Blue","Contour","Women","Non-NKD","Bottoms","10","6","01.png | 02.png | 03.png | 04.png | 05.png | 06.png","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Bottoms\Track_Pants\Fabric\Ultra_Soft\High_Waisted\__Collection\Contour\Cobalt_Blue"
"Women/Non-NKD/Bottoms/Track_Pants/Fabric/Ultra_Soft/High_Waisted/__Collection/Contour/Marl/Snow","Women | Non-NKD | Bottoms | Track_Pants | Fabric=Ultra_Soft > High_Waisted | Collection=Contour > Marl > Snow","Fabric=Ultra_Soft > High_Waisted | Collection=Contour > Marl > Snow","Women | Non-NKD | Bottoms | Track_Pants","Snow","Marl","Women","Non-NKD","Bottoms","11","6","01.webp | 02.webp | 03.webp | 04.webp | 05.webp | 06.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Bottoms\Track_Pants\Fabric\Ultra_Soft\High_Waisted\__Collection\Contour\Marl\Snow"
